filename	objects
83355_submitter_file4__4.TranslucentSphereWithThrustersPhotograph1Enhanced.jpg	['space shuttle', 'American coot, marsh hen, mud hen, water hen, Fulica americana', 'matchstick', 'torch', 'candle, taper, wax light']
86201_submitter_file7__IMG1268.JPG	['balloon', 'flagpole, flagstaff', 'bubble', 'traffic light, traffic signal, stoplight', 'spotlight, spot']
82179_submitter_file2__IMG0570.PNG	['laptop, laptop computer', 'notebook, notebook computer', 'wallet, billfold, notecase, pocketbook', 'cardigan', 'wool, woolen, woollen']
70094_submitter_file2__IMG1223.JPG	['geyser', 'fountain']
89861_submitter_file1__6C5316B1DFAD4C57918D3A696155EB26.jpeg	['laptop, laptop computer', 'notebook, notebook computer', 'file, file cabinet, filing cabinet', 'binder, ring-binder', 'jersey, T-shirt, tee shirt']
81461_submitter_file4__received10205637699856175.jpeg	['sea snake', 'hammerhead, hammerhead shark', 'tiger shark, Galeocerdo cuvieri', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'jellyfish']
90854_submitter_file3__20180315063958LowerRightCorner.jpg	['coffee mug', 'consomme', 'perfume, essence', 'vase', 'pitcher, ewer']
89957_submitter_file4__20180131054307.jpg	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
73865_submitter_file1__Composite.jpg	['radio telescope, radio reflector', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'crane', 'birdhouse', 'beacon, lighthouse, beacon light, pharos']
84488_submitter_file8__IMG0585.JPG	['parachute, chute', 'flagpole, flagstaff', 'geyser', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
79157_submitter_file1__image.jpeg	['binder, ring-binder', 'volcano', 'ladle', 'nematode, nematode worm, roundworm', 'jellyfish']
83931_submitter_file7__7.LongUFOInTheDistanceHighlyEnlarged.jpg	['nail', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'matchstick', 'nematode, nematode worm, roundworm', 'letter opener, paper knife, paperknife']
83931_submitter_file3__3.LongUFOInTheDistanceEnlarged.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'valley, vale', 'cliff, drop, drop-off', 'alp', 'promontory, headland, head, foreland']
85713_submitter_file1__IMG2648.JPG	['obelisk', 'lakeside, lakeshore', 'pier', 'suspension bridge', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
90323_submitter_file3__fullsizeoutput64.jpeg	['parachute, chute', 'warplane, military plane', 'airliner', 'wing', 'missile']
84043_submitter_file4__1D.jpg	['wall clock', 'pot, flowerpot', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'white stork, Ciconia ciconia', 'vase']
80830_submitter_file1__07.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'radio telescope, radio reflector', 'crane', 'water tower', 'beacon, lighthouse, beacon light, pharos']
89317_submitter_file1__4D87B70405B04879BC1037B081085AB7.png	['leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'drilling platform, offshore rig', 'killer whale, killer, orca, grampus, sea wolf, Orcinus orca', 'hammerhead, hammerhead shark']
84999_submitter_file2__Screenshot20170708221928.png	['abaya', 'isopod', 'matchstick', 'nematode, nematode worm, roundworm']
90977_submitter_file2__B9B915772E7E4C46B6AC13E7E734D3B2.jpeg	['obelisk', 'traffic light, traffic signal, stoplight', 'street sign', 'water tower', 'flagpole, flagstaff']
78837_submitter_file1__IMG9810Version2.JPG	['pier', 'liner, ocean liner', 'drilling platform, offshore rig', 'container ship, containership, container vessel', 'beacon, lighthouse, beacon light, pharos']
84530_submitter_file6__Screenshot20170621164347.png	['pole', 'beacon, lighthouse, beacon light, pharos', 'liner, ocean liner', 'drilling platform, offshore rig', 'wreck']
84735_submitter_file2__1009am2.jpg	['parachute, chute', 'obelisk', 'warplane, military plane', 'airship, dirigible', 'flagpole, flagstaff']
84552_submitter_file5__IMG0976.JPG	['geyser', 'fountain', 'fireboat', 'shower curtain']
89062_submitter_file1__UFOSighting.jpg	['valley, vale', 'maypole', 'cliff, drop, drop-off', 'alp', 'suspension bridge']
82219_submitter_file4__Screenshot20170220130549.png	['menu']
89142_submitter_file2__129DFECE89114DDE813B6F8E89CDDF15.png	['space shuttle', 'projectile, missile', 'picket fence, paling', 'missile']
85281_submitter_file4__IMG2272.JPG	['volcano', 'poncho', 'stole']
85356_submitter_file1__DSCN31571.JPG	['nematode, nematode worm, roundworm', 'digital clock']
84552_submitter_file3__IMG0978.JPG	['bobsled, bobsleigh, bob', 'geyser', 'fountain', 'shower curtain']
79099_submitter_file4__IMAG0303.jpg	['parachute, chute', 'volcano', 'balloon', 'traffic light, traffic signal, stoplight', 'flagpole, flagstaff']
89917_submitter_file1__20161014174931.jpg	['yurt', 'volcano', 'church, church building', 'barn', 'beacon, lighthouse, beacon light, pharos']
84024_submitter_file1__P1200699.JPG	['parachute, chute', 'flagpole, flagstaff', 'kite', 'wing', 'jellyfish']
82824_submitter_file3__DSC06563.JPG	['park bench', 'mountain tent', 'valley, vale', 'alp', 'dogsled, dog sled, dog sleigh']
79379_submitter_file2__KIMG0065.jpg	['theater curtain, theatre curtain', 'digital clock', 'window screen', 'radiator', 'monitor']
85817_submitter_file1__Stoenhenge2.jpg	['pier', 'megalith, megalithic structure', 'castle', 'fountain', 'spotlight, spot']
79099_submitter_file2__IMAG0301.jpg	['space shuttle', 'parachute, chute', 'balloon', 'lakeside, lakeshore', 'missile']
88444_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'cab, hack, taxi, taxicab', 'scoreboard', 'traffic light, traffic signal, stoplight', 'stage']
78818_submitter_file4__Sightingsky1B.jpeg	['bubble']
85771_submitter_file2__20170809073444.jpg	['car mirror']
85948_submitter_file5__20170809235119.jpg	['leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea', 'hammerhead, hammerhead shark', 'nematode, nematode worm, roundworm', 'scuba diver', 'bubble']
90037_submitter_file4__received1706143192761798.jpeg	['canoe', 'dam, dike, dyke', 'lakeside, lakeshore']
80486_submitter_file1__IMG4160.JPG	['dock, dockage, docking facility', 'traffic light, traffic signal, stoplight', 'pier', 'monitor', 'lakeside, lakeshore']
83963_submitter_file1__IMG0323check.jpg	['laptop, laptop computer', 'notebook, notebook computer']
89495_submitter_file2__20180110080045.jpg	['garbage truck, dustcart', 'crane', 'moving van', 'freight car', 'harvester, reaper']
79988_submitter_file4__PA180002crop.jpg	['traffic light, traffic signal, stoplight', 'pole', 'bubble', 'hook, claw', 'spotlight, spot']
83367_submitter_file1__1.EggShapedUFOWithPulsingLightPhotograph1Original.JPG	['parachute, chute', 'bee eater', 'albatross, mollymawk', 'kite', 'airship, dirigible']
83731_submitter_file4__4.png	['magpie', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
89072_submitter_file2__201707231823211.jpg	['volcano', 'valley, vale', 'alp', 'promontory, headland, head, foreland']
86591_submitter_file3__2016265.JPG	['sandbar, sand bar', 'pole', 'pelican', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
84107_submitter_file2__IMG1770.JPG	['fire engine, fire truck', 'traffic light, traffic signal, stoplight']
79611_submitter_file4__ufo4.jpg	['parachute, chute', 'balloon', 'warplane, military plane', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
85122_submitter_file1__20170524135159.jpg	['parachute, chute', 'pole', 'geyser', 'airship, dirigible', 'flagpole, flagstaff']
79678_submitter_file4__Capture8.PNG	['dugong, Dugong dugon', 'bearskin, busby, shako', 'sloth bear, Melursus ursinus, Ursus ursinus', 'groenendael', 'siamang, Hylobates syndactylus, Symphalangus syndactylus']
86277_submitter_file5__20170821144133resized.jpg	['hook, claw', 'crane', 'wreck', 'airship, dirigible', 'flagpole, flagstaff']
79666_submitter_file7__IMG3075.JPG	['volcano', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'bulletproof vest', 'gar, garfish, garpike, billfish, Lepisosteus osseus', 'balloon']
83317_submitter_file6__IMG0902.JPG	['obelisk', 'flagpole, flagstaff', 'barn', 'water tower', 'rapeseed']
83724_submitter_file3__IMG4381.JPG	['nematode, nematode worm, roundworm', 'ladle']
85091_submitter_file7__SA31.JPG	['parachute, chute', 'hammerhead, hammerhead shark', 'pool table, billiard table, snooker table', 'jellyfish', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
88305_submitter_file1__16.11.04RedObject2FmVideoMoveWider.jpg	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
83365_submitter_file3__3.TeignmouthDevonUFOEnlarged.jpg	['aircraft carrier, carrier, flattop, attack aircraft carrier', 'airliner', 'fireboat', 'container ship, containership, container vessel', 'airship, dirigible']
81233_submitter_file3__IMG0137.JPG	['crane', 'beacon, lighthouse, beacon light, pharos', 'seashore, coast, seacoast, sea-coast', 'mobile home, manufactured home', 'lakeside, lakeshore']
90926_submitter_file2__Nic.UFOzoom1.jpg	['airship, dirigible']
75300_submitter_file4__20160318194046.jpg	['parachute, chute', 'obelisk', 'geyser', 'rapeseed', 'hay']
80355_submitter_file2__DSC0049.JPG	['parachute, chute', 'flagpole, flagstaff', 'warplane, military plane', 'airship, dirigible', 'submarine, pigboat, sub, U-boat']
87613_submitter_file1__FB6C2BE1DA4B4AD2BA3166B29D7EC6C1.jpeg	['monastery', 'castle', 'fountain', 'bell cote, bell cot', 'church, church building']
85382_submitter_file1__IMG20170716202055.jpg	['window shade', 'computer keyboard, keypad', 'radiator', 'shower curtain', 'tile roof']
85443_submitter_file3__Screenshot20170728194725.png	['screen, CRT screen', 'television, television system', 'oscilloscope, scope, cathode-ray oscilloscope, CRO', 'monitor', 'web site, website, internet site, site']
81033_submitter_file4__DSC1695.jpg	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'wing']
85554_submitter_file3__Negative0012.JPG	['fountain', 'dam, dike, dyke', 'fireboat']
83274_submitter_file1__chemtrailapril2017Gardendale.jpg	['park bench', 'hay', 'obelisk', 'water tower', 'barn']
81655_submitter_file5__DSCF7704.JPG	['airliner', 'airship, dirigible', 'window screen']
88491_submitter_file4__MadridPhoto3.JPG	['pedestal, plinth, footstall', 'bell cote, bell cot']
90539_submitter_file3__KMC0368.JPG	['worm fence, snake fence, snake-rail fence, Virginia fence', 'hay', 'pole', 'radio telescope, radio reflector', 'rapeseed']
81375_submitter_file4__1UFO4.jpg	['screen, CRT screen', 'traffic light, traffic signal, stoplight', 'monitor', 'stove', 'digital clock']
80884_submitter_file6__009.JPG	['warplane, military plane', 'vulture', 'airship, dirigible', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'kite']
90617_submitter_file1__20160907192832.jpg	['suspension bridge', 'pier', 'bannister, banister, balustrade, balusters, handrail', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore']
79735_submitter_file3__20161005181101.jpg	['geyser', 'fountain']
90324_submitter_file3__20180216123058.jpg	['geyser', 'fountain', 'fireboat']
72588_submitter_file2__image2.jpg	['volcano', 'geyser', 'fountain', 'fireboat', 'spotlight, spot']
88848_submitter_file5__IMG20171213001541ufo1.png	["jack-o'-lantern", 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm', 'volcano']
80840_submitter_file2__KohlsUFOMagnifyEdit.jpg	['pole', 'maypole', 'traffic light, traffic signal, stoplight', 'flagpole, flagstaff']
90525_submitter_file6__10291116430001.jpg	['vault', 'cliff, drop, drop-off', 'dam, dike, dyke', 'breastplate, aegis, egis', 'monastery']
88607_submitter_file2__Screenshot20171208090921.jpg	['unicycle, monocycle', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'mailbox, letter box', 'traffic light, traffic signal, stoplight', 'street sign']
83348_submitter_file2__2.ExmouthCigarPhoto1Enlargement.jpg	['sandbar, sand bar', 'pelican']
86066_submitter_file5__0818172023c.jpg	['pole', 'traffic light, traffic signal, stoplight']
80518_submitter_file3__IMG1055.JPG	['space shuttle', 'wreck', 'barn', 'submarine, pigboat, sub, U-boat', 'spotlight, spot']
90731_submitter_file5__15A5EBCAFC8245DF91D59886C5B5B90D.png	['jean, blue jean, denim', 'balance beam, beam', 'Band Aid', 'ice lolly, lolly, lollipop, popsicle', 'sunscreen, sunblock, sun blocker']
86560_submitter_file4__DSC01114.JPG	['space shuttle', 'volcano', 'pole', 'traffic light, traffic signal, stoplight', 'flagpole, flagstaff']
91072_submitter_file2__1C36BFDB8A02453B8BFCA4980AE29EAC.jpeg	['monastery', 'stupa, tope', 'bell cote, bell cot', 'palace', 'tile roof']
84090_submitter_file1__IMG0029.JPG	['megalith, megalithic structure', 'cliff, drop, drop-off', 'promontory, headland, head, foreland', 'alp', 'lakeside, lakeshore']
84523_submitter_file2__IMG6871.JPG	['volcano', 'alp', 'lakeside, lakeshore']
83355_submitter_file3__3.TranslucentSphereWithThrustersPhotograph1FurtherEnlarged.jpg	['parachute, chute', 'balloon', 'pool table, billiard table, snooker table', 'bubble', 'jellyfish']
89943_submitter_file1__nsp28277.jpg	['spotlight, spot']
74968_submitter_file1__IMG20160229161510.jpg	['flagpole, flagstaff']
85325_submitter_file1__FullSizeRender.jpg	['seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
82744_submitter_file3__20170320182417.jpg	['television, television system', 'spotlight, spot', 'traffic light, traffic signal, stoplight', 'window shade', 'suspension bridge']
87907_submitter_file4__Screenshot20171109223917.png	['oscilloscope, scope, cathode-ray oscilloscope, CRO', 'nematode, nematode worm, roundworm', 'web site, website, internet site, site', 'digital clock']
83893_submitter_file4__Picture2.JPG	['ping-pong ball', 'skunk, polecat, wood pussy', 'Scotch terrier, Scottish terrier, Scottie', 'schipperke', 'jellyfish']
80517_submitter_file4__IMG1051.JPG	['vault', 'suspension bridge', 'bell cote, bell cot', 'dam, dike, dyke', 'dome']
85943_submitter_file3__IMG0332.JPG	['stingray', 'traffic light, traffic signal, stoplight', 'scuba diver', 'car mirror', 'wing']
85657_submitter_file1__WTF070712.jpg	['lakeside, lakeshore', 'promontory, headland, head, foreland', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos']
83750_submitter_file1__IMG1950.JPG	['pool table, billiard table, snooker table']
81583_submitter_file1__image.png	['dugong, Dugong dugon', 'nematode, nematode worm, roundworm']
79494_submitter_file4__wpss201609280003.png	['sulphur butterfly, sulfur butterfly', 'daisy', 'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus', 'bee', 'hummingbird']
84716_submitter_file1__0629171758b.jpg	['limousine, limo', 'cab, hack, taxi, taxicab', 'flagpole, flagstaff', 'racer, race car, racing car', 'minivan']
80759_submitter_file1__20130524untitled52491552.jpg	['sandbar, sand bar', 'valley, vale', 'volcano', 'seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
80827_submitter_file1__LaPlataOrbphoto.jpg	['airship, dirigible']
89206_submitter_file1__IMG1149.JPG	['envelope']
87553_submitter_file1__165334arrowed.jpg	['parachute, chute', 'warplane, military plane', 'airliner', 'wing', 'flagpole, flagstaff']
86417_submitter_file1__IMG59142.JPG	[]
81084_submitter_file2__strangeobjectufohb27.20.2013.JPG	['patio, terrace', 'boathouse']
86201_submitter_file4__IMG1261.JPG	['parachute, chute', 'balloon', 'jellyfish', 'bubble', 'spotlight, spot']
84032_submitter_file2__DJ741.jpg	['park bench', 'patio, terrace', 'barrow, garden cart, lawn cart, wheelbarrow', 'Dutch oven', 'lakeside, lakeshore']
85356_submitter_file2__DSCN31571.JPG	['nematode, nematode worm, roundworm', 'digital clock']
85770_submitter_file5__IMG1795.JPG	['fire engine, fire truck', 'volcano', 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'suspension bridge']
77658_submitter_file1__THEHANDS.jpg	['toucan', 'jacamar', 'bulbul', 'squirrel monkey, Saimiri sciureus', 'lorikeet']
81034_submitter_file2__DSC1688.jpg	['parachute, chute', 'pelican', 'warplane, military plane', 'albatross, mollymawk', 'kite']
